Datetime,news_cnt_5m,news_cnt_15m,news_cnt_60m,sent_sum_pos_5m,sent_sum_neg_5m,sent_net_5m,sent_sum_pos_15m,sent_sum_neg_15m,sent_net_15m,sent_sum_pos_60m,sent_sum_neg_60m,sent_net_60m,sent_ewm_60m
2025-11-07 15:23:00+00:00,4.0,7.0,21.0,1.1970192193984983,2.21145346108824,-0.20456970306113362,1.3834793958812952,4.356410496868193,-0.19875635830685492,4.106654536910354,10.290826104581356,-0.1032097640214488,-0.04976106208809227
2025-11-07 15:24:00+00:00,3.0,7.0,21.0,1.0278250873088834,1.6812691325321794,-0.13237166376784443,1.3834793958812952,4.356410496868193,-0.19875635830685492,4.106654536910354,10.290826104581356,-0.1032097640214488,-0.04918950754173016
2025-11-07 15:25:00+00:00,3.0,7.0,21.0,1.0278250873088834,1.6812691325321794,-0.13237166376784443,1.3834793958812952,4.356410496868193,-0.19875635830685492,4.106654536910354,10.290826104581356,-0.1032097640214488,-0.04862451785925478
2025-11-07 15:26:00+00:00,2.0,7.0,21.0,0.9782728292047976,0.9614442819729447,0.0016828547231853008,1.3834793958812952,4.356410496868193,-0.19875635830685492,4.106654536910354,10.290826104581356,-0.1032097640214488,-0.04806601763677313
2025-11-07 15:27:00+00:00,1.0,8.0,22.0,0.1347566246986389,0.08098524063825611,0.01075427681207656,1.5182360205799341,4.437395737506449,-0.19517159936949607,4.241411161608993,10.371811345219612,-0.10231357428710908,-0.04689631531356565
2025-11-07 15:28:00+00:00,1.0,8.0,21.0,0.1347566246986389,0.08098524063825611,0.01075427681207656,1.5182360205799341,4.437395737506449,-0.19517159936949607,4.22903249785304,9.402184322476387,-0.08635943497065454,-0.04635766519034986
2025-11-07 15:29:00+00:00,1.0,8.0,21.0,0.1347566246986389,0.08098524063825611,0.01075427681207656,1.5182360205799341,4.437395737506449,-0.19517159936949607,4.22903249785304,9.402184322476387,-0.08635943497065454,-0.04582520199148624
2025-11-07 15:30:00+00:00,1.0,7.0,21.0,0.1347566246986389,0.08098524063825611,0.01075427681207656,1.3814819399267435,4.164380387403071,-0.18608751473948357,4.22903249785304,9.402184322476387,-0.08635943497065454,-0.0452988546540876
2025-11-07 15:31:00+00:00,1.0,6.0,21.0,0.1347566246986389,0.08098524063825611,0.01075427681207656,1.341370603069663,3.264914349652827,-0.128797201346606,4.22903249785304,9.402184322476387,-0.08635943497065454,-0.04477855293149363
2025-11-07 15:32:00+00:00,0.0,5.0,20.0,0.0,0.0,0.0,1.3317758440971377,2.292438701726496,-0.064605142083019,4.1534926630556575,9.387700476683676,-0.08737703478739907,-0.044264227383895724
2025-11-07 15:33:00+00:00,0.0,5.0,19.0,0.0,0.0,0.0,1.3317758440971377,2.292438701726496,-0.064605142083019,3.7162348665297023,9.367564094252884,-0.0943290583556518,-0.04375580936906952
2025-11-07 15:34:00+00:00,0.0,4.0,19.0,0.0,0.0,0.0,1.1625817120075228,1.7622543731704354,-0.04053912898525594,3.7162348665297023,9.367564094252884,-0.0943290583556518,-0.043253231033213824
2025-11-07 15:35:00+00:00,0.0,4.0,18.0,0.0,0.0,0.0,1.1625817120075228,1.7622543731704354,-0.04053912898525594,3.280812505632638,9.300353867001832,-0.10046592724975198,-0.04275642530189484
2025-11-07 15:36:00+00:00,0.0,3.0,18.0,0.0,0.0,0.0,1.1130294539034369,1.0424295226112008,0.0041457105117539686,3.280812505632638,9.300353867001832,-0.10046592724975198,-0.04226532587109436
2025-11-07 15:37:00+00:00,1.0,2.0,18.0,0.9424427151679992,0.013888726010918711,0.18571079783141614,1.0771993398666386,0.09487396664917472,0.06548835821449758,4.193109093233942,9.26898196246475,-0.08473811904744556,-0.031114514977665327
2025-11-07 15:38:00+00:00,1.0,2.0,17.0,0.9424427151679992,0.013888726010918711,0.18571079783141614,1.0771993398666386,0.09487396664917472,0.06548835821449758,4.184265699237584,8.294513433240354,-0.06864436679364493,-0.030757134291902348
2025-11-07 15:39:00+00:00,1.0,2.0,17.0,0.9424427151679992,0.013888726010918711,0.18571079783141614,1.0771993398666386,0.09487396664917472,0.06548835821449758,4.184265699237584,8.294513433240354,-0.06864436679364493,-0.030403858473422314
2025-11-07 15:40:00+00:00,2.0,3.0,18.0,0.9958499930799005,0.2492141369730235,0.14932717122137548,1.1306066177785399,0.3301993776112795,0.053360482677817365,4.237672977149486,8.529838844202459,-0.07167633567781498,-0.03214414834745694
2025-11-07 15:41:00+00:00,2.0,3.0,18.0,0.9958499930799005,0.2492141369730235,0.14932717122137548,1.1306066177785399,0.3301993776112795,0.053360482677817365,4.237672977149486,8.529838844202459,-0.07167633567781498,-0.03177494131376456
2025-11-07 15:42:00+00:00,1.0,2.0,17.0,0.0534072779119014,0.2353254109621049,-0.03638362661004066,0.995849993079901,0.2492141369730235,0.04977572374045851,4.144034653902053,8.025692447088659,-0.06483453444670886,-0.031409974984546736
2025-11-07 15:43:00+00:00,1.0,2.0,17.0,0.0534072779119014,0.2353254109621049,-0.03638362661004066,0.995849993079901,0.24921413697302353,0.04977572374045851,4.144034653902053,8.025692447088659,-0.06483453444670886,-0.031049200651158185
2025-11-07 15:44:00+00:00,1.0,2.0,16.0,0.0534072779119014,0.2353254109621049,-0.03638362661004066,0.995849993079901,0.24921413697302353,0.04977572374045851,3.8315685391426073,8.014122985303402,-0.06984947866294533,-0.030692570164420136
2025-11-07 15:45:00+00:00,0.0,2.0,16.0,0.0,0.0,0.0,0.995849993079901,0.24921413697302353,0.04977572374045851,3.8315685391426073,8.014122985303402,-0.06984947866294533,-0.030340035928194294
2025-11-07 15:46:00+00:00,1.0,3.0,16.0,0.8994131684303284,0.03818861022591601,0.1722449116408825,1.8952631615102293,0.28740274719893943,0.10719069428741936,4.716690905392169,7.0858600698411465,-0.03962639063441505,-0.020099543145908675
2025-11-07 15:47:00+00:00,1.0,3.0,15.0,0.8994131684303284,0.03818861022591601,0.1722449116408825,1.8952631615102293,0.28740274719893943,0.10719069428741936,4.296246387064456,6.692001219838858,-0.04006948510650545,-0.01986868020241868
2025-11-07 15:48:00+00:00,1.0,3.0,14.0,0.8994131684303284,0.03818861022591601,0.1722449116408825,1.8952631615102293,0.28740274719893943,0.10719069428741936,4.288317968137561,5.717865284532309,-0.023966026500177876,-0.01964046894599888
2025-11-07 15:49:00+00:00,1.0,3.0,14.0,0.8994131684303284,0.03818861022591601,0.1722449116408825,1.8952631615102293,0.28740274719893943,0.10719069428741936,4.288317968137561,5.717865284532309,-0.023966026500177876,-0.01941487891942556
2025-11-07 15:50:00+00:00,1.0,3.0,14.0,0.8994131684303284,0.03818861022591601,0.1722449116408825,1.8952631615102293,0.28740274719893943,0.10719069428741936,4.288317968137561,5.717865284532309,-0.023966026500177876,-0.01919188001530605
2025-11-07 15:51:00+00:00,0.0,3.0,14.0,0.0,0.0,0.0,1.8952631615102293,0.28740274719893943,0.10719069428741936,4.288317968137561,5.717865284532309,-0.023966026500177876,-0.018971442472060583
2025-11-07 15:52:00+00:00,0.0,2.0,14.0,0.0,0.0,0.0,0.9528204463422302,0.2735140211880208,0.04528709501028062,4.288317968137561,5.717865284532309,-0.023966026500177876,-0.018753536869950294
2025-11-07 15:53:00+00:00,0.0,2.0,14.0,0.0,0.0,0.0,0.9528204463422302,0.2735140211880208,0.04528709501028062,4.288317968137561,5.717865284532309,-0.023966026500177876,-0.018538134127150833
2025-11-07 15:54:00+00:00,0.0,2.0,13.0,0.0,0.0,0.0,0.9528204463422302,0.2735140211880208,0.04528709501028062,3.8775066928938022,5.707819551229477,-0.030645452199193336,-0.018325205495871095
